112 41
82 3 1
83 3 1
84 3 1
85 3 1
86 3 1
87 3 1
88 3 1
89 3 1
90 3 1
91 3 1
92 3 1
93 3 1
94 3 1
95 3 1
96 3 1
97 3 1
98 3 1
99 3 1
100 3 1
101 3 1
102 3 1
103 3 1
104 3 1
105 3 1
106 3 1
107 3 1
108 3 1
109 3 1
110 3 1
111 3 1
0 4 1
1 4 1
2 4 1
3 4 1
4 4 1
5 4 1
6 4 1
7 4 1
8 4 1
9 4 1
10 4 1
11 4 1
12 4 1
13 4 1
14 4 1
15 4 1
16 4 1
17 4 1
18 4 1
19 4 1
20 4 1
21 4 1
22 4 1
23 4 1
24 4 1
25 4 1
26 4 1
27 4 1
28 4 1
29 4 1
30 4 1
31 4 1
32 4 2
33 4 2
34 4 2
35 4 2
36 4 1
37 4 1
38 4 2
39 4 2
40 4 2
41 4 2
42 4 1
43 4 1
44 4 1
45 4 5
46 4 5
47 4 5
48 4 5
49 4 5
50 4 5
51 4 5
52 4 1
53 4 1
54 4 1
55 4 7
56 4 7
57 4 7
58 4 7
59 4 7
60 4 7
61 4 7
62 4 7
63 4 7
64 4 7
65 4 7
66 4 7
67 4 7
68 4 7
69 4 1
70 4 6
71 4 6
72 4 6
73 4 6
74 4 1
75 4 1
76 4 1
77 4 1
78 4 1
79 4 1
80 4 1
81 4 1
82 4 1
83 4 1
84 4 1
85 4 1
86 4 1
87 4 1
88 4 1
89 4 1
90 4 1
91 4 1
92 4 1
93 4 1
94 4 1
95 4 1
96 4 1
97 4 1
98 4 1
99 4 1
100 4 1
101 4 1
102 4 1
103 4 1
104 4 1
105 4 1
106 4 1
107 4 1
108 4 1
109 4 1
110 4 1
111 4 1
0 5 1
1 5 1
2 5 1
3 5 1
4 5 1
5 5 1
6 5 1
7 5 1
8 5 1
9 5 1
10 5 1
11 5 1
12 5 1
13 5 1
14 5 1
15 5 1
16 5 1
17 5 1
18 5 1
19 5 1
20 5 1
21 5 1
22 5 1
23 5 1
24 5 1
25 5 1
26 5 1
27 5 1
28 5 1
29 5 1
30 5 1
31 5 1
32 5 2
33 5 2
34 5 2
35 5 2
36 5 1
37 5 1
38 5 1
39 5 1
40 5 1
41 5 1
42 5 1
43 5 1
44 5 1
45 5 5
46 5 5
47 5 5
48 5 1
49 5 5
50 5 5
51 5 5
52 5 1
53 5 1
54 5 1
55 5 7
56 5 7
57 5 7
58 5 7
59 5 7
60 5 7
61 5 7
62 5 7
63 5 7
64 5 7
65 5 7
66 5 7
67 5 7
68 5 7
69 5 1
70 5 6
71 5 6
72 5 6
73 5 6
74 5 1
75 5 1
76 5 1
77 5 1
78 5 1
79 5 1
80 5 1
81 5 1
82 5 1
83 5 1
84 5 1
85 5 1
86 5 1
87 5 1
88 5 1
89 5 1
90 5 1
91 5 1
92 5 1
93 5 1
94 5 1
95 5 1
96 5 1
97 5 1
98 5 1
99 5 1
100 5 1
101 5 1
102 5 1
103 5 1
104 5 1
105 5 1
106 5 1
107 5 1
108 5 1
109 5 1
110 5 1
111 5 1
0 6 1
1 6 1
2 6 1
3 6 1
4 6 1
5 6 1
6 6 1
7 6 1
8 6 1
9 6 1
10 6 1
11 6 1
12 6 1
13 6 1
14 6 1
15 6 1
16 6 1
17 6 1
18 6 1
19 6 1
20 6 1
21 6 1
22 6 1
23 6 1
24 6 1
25 6 1
26 6 1
27 6 1
28 6 1
29 6 1
30 6 1
31 6 1
32 6 2
33 6 2
34 6 2
35 6 2
36 6 1
37 6 2
38 6 2
39 6 2
40 6 2
41 6 2
42 6 1
43 6 1
44 6 1
45 6 5
46 6 5
47 6 5
48 6 1
49 6 5
50 6 5
51 6 5
52 6 5
53 6 1
54 6 1
55 6 7
56 6 7
57 6 7
58 6 7
59 6 7
60 6 7
61 6 7
62 6 7
63 6 7
64 6 7
65 6 7
66 6 7
67 6 7
68 6 7
69 6 1
70 6 6
71 6 6
72 6 6
73 6 6
74 6 6
75 6 6
76 6 6
77 6 6
78 6 1
79 6 1
80 6 1
81 6 1
82 6 1
83 6 1
84 6 1
85 6 1
86 6 1
87 6 1
88 6 1
89 6 1
90 6 1
91 6 1
92 6 1
93 6 1
94 6 1
95 6 1
96 6 1
97 6 1
98 6 1
99 6 1
100 6 1
101 6 1
102 6 1
103 6 1
104 6 1
105 6 1
106 6 1
107 6 1
108 6 1
109 6 1
110 6 1
111 6 1
0 7 1
1 7 1
2 7 1
3 7 1
4 7 1
5 7 1
6 7 1
7 7 1
8 7 1
9 7 1
10 7 1
11 7 1
12 7 1
13 7 1
14 7 1
15 7 1
16 7 1
17 7 1
18 7 1
19 7 1
20 7 1
21 7 1
22 7 1
23 7 1
24 7 1
25 7 1
26 7 1
27 7 1
28 7 1
29 7 1
30 7 1
31 7 1
32 7 2
33 7 2
34 7 2
35 7 2
36 7 1
37 7 2
38 7 2
39 7 2
40 7 2
41 7 2
42 7 1
43 7 1
44 7 5
45 7 5
46 7 5
47 7 5
48 7 1
49 7 5
50 7 5
51 7 5
52 7 5
53 7 1
54 7 1
55 7 7
56 7 7
57 7 7
58 7 7
59 7 7
60 7 7
61 7 7
62 7 7
63 7 7
64 7 7
65 7 7
66 7 7
67 7 7
68 7 7
69 7 1
70 7 6
71 7 6
72 7 6
73 7 6
74 7 6
75 7 6
76 7 6
77 7 6
78 7 1
79 7 1
80 7 1
81 7 1
82 7 1
83 7 1
84 7 1
85 7 1
86 7 1
87 7 1
88 7 1
89 7 1
90 7 1
91 7 1
92 7 1
93 7 1
94 7 1
95 7 1
96 7 1
97 7 1
98 7 1
99 7 1
100 7 1
101 7 1
102 7 1
103 7 1
104 7 1
105 7 1
106 7 1
107 7 1
108 7 1
109 7 1
110 7 1
111 7 1
0 8 1
1 8 1
2 8 1
3 8 1
4 8 1
5 8 1
6 8 1
7 8 1
8 8 1
9 8 1
10 8 1
11 8 1
12 8 1
13 8 1
14 8 1
15 8 1
16 8 1
17 8 1
18 8 1
19 8 1
20 8 1
21 8 1
22 8 1
23 8 1
24 8 1
25 8 1
26 8 1
27 8 1
28 8 1
29 8 1
30 8 1
31 8 1
32 8 2
33 8 2
34 8 2
35 8 2
36 8 1
37 8 1
38 8 2
39 8 2
40 8 2
41 8 2
42 8 1
43 8 1
44 8 5
45 8 5
46 8 5
47 8 5
48 8 1
49 8 5
50 8 5
51 8 5
52 8 5
53 8 1
54 8 1
55 8 7
56 8 7
57 8 7
58 8 7
59 8 1
60 8 7
61 8 7
62 8 7
63 8 7
64 8 1
65 8 7
66 8 7
67 8 7
68 8 7
69 8 1
70 8 6
71 8 6
72 8 6
73 8 6
74 8 1
75 8 1
76 8 1
77 8 1
78 8 1
79 8 1
80 8 1
81 8 1
82 8 1
83 8 1
84 8 1
85 8 1
86 8 1
87 8 1
88 8 1
89 8 1
90 8 1
91 8 1
92 8 1
93 8 1
94 8 1
95 8 1
96 8 1
97 8 1
98 8 1
99 8 1
100 8 1
101 8 1
102 8 1
103 8 1
104 8 1
105 8 1
106 8 1
107 8 1
108 8 1
109 8 1
110 8 1
111 8 1
0 9 1
1 9 1
2 9 1
3 9 1
4 9 1
5 9 1
6 9 1
7 9 1
8 9 1
9 9 1
10 9 1
11 9 1
12 9 1
13 9 1
14 9 1
15 9 1
16 9 1
17 9 1
18 9 1
19 9 1
20 9 1
21 9 1
22 9 1
23 9 1
24 9 1
25 9 1
26 9 1
27 9 1
28 9 1
29 9 1
30 9 1
31 9 1
32 9 2
33 9 2
34 9 2
35 9 2
36 9 1
37 9 1
38 9 2
39 9 2
40 9 2
41 9 2
42 9 1
43 9 1
44 9 5
45 9 5
46 9 5
47 9 5
48 9 5
49 9 5
50 9 5
51 9 5
52 9 5
53 9 1
54 9 1
55 9 7
56 9 7
57 9 7
58 9 7
59 9 1
60 9 7
61 9 7
62 9 7
63 9 7
64 9 1
65 9 7
66 9 7
67 9 7
68 9 7
69 9 1
70 9 6
71 9 6
72 9 6
73 9 6
74 9 1
75 9 1
76 9 1
77 9 1
78 9 1
79 9 1
80 9 1
81 9 1
82 9 1
83 9 1
84 9 1
85 9 1
86 9 1
87 9 1
88 9 1
89 9 1
90 9 1
91 9 1
92 9 1
93 9 1
94 9 1
95 9 1
96 9 1
97 9 1
98 9 1
99 9 1
100 9 1
101 9 1
102 9 1
103 9 1
104 9 1
105 9 1
106 9 1
107 9 1
108 9 1
109 9 1
110 9 1
111 9 1
0 10 1
1 10 1
2 10 1
3 10 1
4 10 1
5 10 1
6 10 1
7 10 1
8 10 1
9 10 1
10 10 1
11 10 1
12 10 1
13 10 1
14 10 1
15 10 1
16 10 1
17 10 1
18 10 1
19 10 1
20 10 1
21 10 1
22 10 1
23 10 1
24 10 1
25 10 1
26 10 1
27 10 1
28 10 1
29 10 1
30 10 1
31 10 1
32 10 2
33 10 2
34 10 2
35 10 2
36 10 1
37 10 1
38 10 2
39 10 2
40 10 2
41 10 2
42 10 1
43 10 1
44 10 5
45 10 5
46 10 5
47 10 5
48 10 5
49 10 5
50 10 5
51 10 5
52 10 5
53 10 1
54 10 1
55 10 7
56 10 7
57 10 7
58 10 7
59 10 1
60 10 7
61 10 7
62 10 7
63 10 7
64 10 1
65 10 7
66 10 7
67 10 7
68 10 7
69 10 1
70 10 6
71 10 6
72 10 6
73 10 6
74 10 1
75 10 1
76 10 1
77 10 1
78 10 1
79 10 1
80 10 1
81 10 1
82 10 1
83 10 1
84 10 1
85 10 1
86 10 1
87 10 1
88 10 1
89 10 1
90 10 1
91 10 1
92 10 1
93 10 1
94 10 1
95 10 1
96 10 1
97 10 1
98 10 1
99 10 1
100 10 1
101 10 1
102 10 1
103 10 1
104 10 1
105 10 1
106 10 1
107 10 1
108 10 1
109 10 1
110 10 1
111 10 1
0 11 1
1 11 1
2 11 1
3 11 1
4 11 1
5 11 1
6 11 1
7 11 1
8 11 1
9 11 1
10 11 1
11 11 1
12 11 1
13 11 1
14 11 1
15 11 1
16 11 1
17 11 1
18 11 1
19 11 1
20 11 1
21 11 1
22 11 1
23 11 1
24 11 1
25 11 1
26 11 1
27 11 1
28 11 1
29 11 1
30 11 1
31 11 1
32 11 2
33 11 2
34 11 2
35 11 2
36 11 1
37 11 1
38 11 2
39 11 2
40 11 2
41 11 2
42 11 1
43 11 5
44 11 5
45 11 5
46 11 5
47 11 1
48 11 1
49 11 1
50 11 5
51 11 5
52 11 5
53 11 5
54 11 1
55 11 7
56 11 7
57 11 7
58 11 7
59 11 1
60 11 7
61 11 7
62 11 7
63 11 7
64 11 1
65 11 7
66 11 7
67 11 7
68 11 7
69 11 1
70 11 6
71 11 6
72 11 6
73 11 6
74 11 1
75 11 1
76 11 1
77 11 1
78 11 1
79 11 1
80 11 1
81 11 1
82 11 1
83 11 1
84 11 1
85 11 1
86 11 1
87 11 1
88 11 1
89 11 1
90 11 1
91 11 1
92 11 1
93 11 1
94 11 1
95 11 1
96 11 1
97 11 1
98 11 1
99 11 1
100 11 1
101 11 1
102 11 1
103 11 1
104 11 1
105 11 1
106 11 1
107 11 1
108 11 1
109 11 1
110 11 1
111 11 1
0 12 1
1 12 1
2 12 1
3 12 1
4 12 1
5 12 1
6 12 1
7 12 1
8 12 1
9 12 1
10 12 1
11 12 1
12 12 1
13 12 1
14 12 1
15 12 1
16 12 1
17 12 1
18 12 1
19 12 1
20 12 1
21 12 1
22 12 1
23 12 1
24 12 1
25 12 1
26 12 1
27 12 1
28 12 1
29 12 1
30 12 1
31 12 1
32 12 2
33 12 2
34 12 2
35 12 2
36 12 2
37 12 2
38 12 2
39 12 2
40 12 2
41 12 2
42 12 1
43 12 5
44 12 5
45 12 5
46 12 5
47 12 1
48 12 1
49 12 1
50 12 5
51 12 5
52 12 5
53 12 5
54 12 1
55 12 7
56 12 7
57 12 7
58 12 7
59 12 1
60 12 7
61 12 7
62 12 7
63 12 7
64 12 1
65 12 7
66 12 7
67 12 7
68 12 7
69 12 1
70 12 6
71 12 6
72 12 6
73 12 6
74 12 6
75 12 6
76 12 6
77 12 6
78 12 1
79 12 1
80 12 1
81 12 1
82 12 1
83 12 1
84 12 1
85 12 1
86 12 1
87 12 1
88 12 1
89 12 1
90 12 1
91 12 1
92 12 1
93 12 1
94 12 1
95 12 1
96 12 1
97 12 1
98 12 1
99 12 1
100 12 1
101 12 1
102 12 1
103 12 1
104 12 1
105 12 1
106 12 1
107 12 1
108 12 1
109 12 1
110 12 1
111 12 1
0 13 1
1 13 1
2 13 1
3 13 1
4 13 1
5 13 1
6 13 1
7 13 1
8 13 1
9 13 1
10 13 1
11 13 1
12 13 1
13 13 1
14 13 1
15 13 1
16 13 1
17 13 1
18 13 1
19 13 1
20 13 1
21 13 1
22 13 1
23 13 1
24 13 1
25 13 1
26 13 1
27 13 1
28 13 1
29 13 1
30 13 1
31 13 1
32 13 1
33 13 2
34 13 2
35 13 2
36 13 2
37 13 2
38 13 2
39 13 2
40 13 2
41 13 2
42 13 1
43 13 5
44 13 5
45 13 5
46 13 5
47 13 1
48 13 1
49 13 1
50 13 5
51 13 5
52 13 5
53 13 5
54 13 1
55 13 7
56 13 7
57 13 7
58 13 7
59 13 1
60 13 7
61 13 7
62 13 7
63 13 7
64 13 1
65 13 7
66 13 7
67 13 7
68 13 7
69 13 1
70 13 6
71 13 6
72 13 6
73 13 6
74 13 6
75 13 6
76 13 6
77 13 6
78 13 1
79 13 1
80 13 1
81 13 1
82 13 1
83 13 1
84 13 1
85 13 1
86 13 1
87 13 1
88 13 1
89 13 1
90 13 1
91 13 1
92 13 1
93 13 1
94 13 1
95 13 1
96 13 1
97 13 1
98 13 1
99 13 1
100 13 1
101 13 1
102 13 1
103 13 1
104 13 1
105 13 1
106 13 1
107 13 1
108 13 1
109 13 1
110 13 1
111 13 1
0 14 1
1 14 1
2 14 1
3 14 1
4 14 1
5 14 1
6 14 1
7 14 1
8 14 1
9 14 1
10 14 1
11 14 1
12 14 1
13 14 1
14 14 1
15 14 1
16 14 1
17 14 1
18 14 1
19 14 1
20 14 1
21 14 1
22 14 1
23 14 1
24 14 1
25 14 1
26 14 1
27 14 1
28 14 1
29 14 1
30 14 1
31 14 1
32 14 1
33 14 1
34 14 1
35 14 1
36 14 1
37 14 1
38 14 1
39 14 1
40 14 1
41 14 1
42 14 1
43 14 1
44 14 1
45 14 1
46 14 1
47 14 1
48 14 1
49 14 1
50 14 1
51 14 1
52 14 1
53 14 1
54 14 1
55 14 1
56 14 1
57 14 1
58 14 1
59 14 1
60 14 1
61 14 1
62 14 1
63 14 1
64 14 1
65 14 1
66 14 1
67 14 1
68 14 1
69 14 1
70 14 1
71 14 1
72 14 1
73 14 1
74 14 1
75 14 1
76 14 1
77 14 1
78 14 1
79 14 1
80 14 1
81 14 1
82 14 1
83 14 1
84 14 1
85 14 1
86 14 1
87 14 1
88 14 1
89 14 1
90 14 1
91 14 1
92 14 1
93 14 1
94 14 1
95 14 1
96 14 1
97 14 1
98 14 1
99 14 1
100 14 1
101 14 1
102 14 1
103 14 1
104 14 1
105 14 1
106 14 1
107 14 1
108 14 1
109 14 1
110 14 1
111 14 1
0 15 1
1 15 1
2 15 1
3 15 1
4 15 1
5 15 1
6 15 1
7 15 1
8 15 1
9 15 1
10 15 1
11 15 1
12 15 1
13 15 1
14 15 1
15 15 1
16 15 1
17 15 1
18 15 1
19 15 1
20 15 1
21 15 1
22 15 1
23 15 1
24 15 1
25 15 1
26 15 1
27 15 1
28 15 1
29 15 1
30 15 1
31 15 1
32 15 1
33 15 1
34 15 1
35 15 2
36 15 2
37 15 2
38 15 2
39 15 2
40 15 2
41 15 2
42 15 2
43 15 1
44 15 1
45 15 5
46 15 5
47 15 5
48 15 5
49 15 1
50 15 1
51 15 1
52 15 5
53 15 5
54 15 5
55 15 5
56 15 1
57 15 7
58 15 7
59 15 7
60 15 7
61 15 7
62 15 7
63 15 7
64 15 7
65 15 1
66 15 6
67 15 6
68 15 6
69 15 6
70 15 6
71 15 6
72 15 6
73 15 6
74 15 6
75 15 1
76 15 1
77 15 1
78 15 1
79 15 1
80 15 1
81 15 1
82 15 1
83 15 1
84 15 1
85 15 1
86 15 1
87 15 1
88 15 1
89 15 1
90 15 1
91 15 1
92 15 1
93 15 1
94 15 1
95 15 1
96 15 1
97 15 1
98 15 1
99 15 1
100 15 1
101 15 1
102 15 1
103 15 1
104 15 1
105 15 1
106 15 1
107 15 1
108 15 1
109 15 1
110 15 1
111 15 1
0 16 1
1 16 1
2 16 1
3 16 1
4 16 1
5 16 1
6 16 1
7 16 1
8 16 1
9 16 1
10 16 1
11 16 1
12 16 1
13 16 1
14 16 1
15 16 1
16 16 1
17 16 1
18 16 1
19 16 1
20 16 1
21 16 1
22 16 1
23 16 1
24 16 1
25 16 1
26 16 1
27 16 1
28 16 1
29 16 1
30 16 1
31 16 1
32 16 1
33 16 1
34 16 2
35 16 2
36 16 2
37 16 2
38 16 2
39 16 2
40 16 2
41 16 2
42 16 2
43 16 2
44 16 1
45 16 1
46 16 5
47 16 5
48 16 5
49 16 1
50 16 1
51 16 1
52 16 5
53 16 5
54 16 5
55 16 1
56 16 1
57 16 7
58 16 7
59 16 7
60 16 7
61 16 7
62 16 7
63 16 7
64 16 7
65 16 1
66 16 6
67 16 6
68 16 6
69 16 6
70 16 6
71 16 6
72 16 6
73 16 6
74 16 6
75 16 6
76 16 1
77 16 1
78 16 1
79 16 1
80 16 1
81 16 1
82 16 1
83 16 1
84 16 1
85 16 1
86 16 1
87 16 1
88 16 1
89 16 1
90 16 1
91 16 1
92 16 1
93 16 1
94 16 1
95 16 1
96 16 1
97 16 1
98 16 1
99 16 1
100 16 1
101 16 1
102 16 1
103 16 1
104 16 1
105 16 1
106 16 1
107 16 1
108 16 1
109 16 1
110 16 1
111 16 1
0 17 1
1 17 1
2 17 1
3 17 1
4 17 1
5 17 1
6 17 1
7 17 1
8 17 1
9 17 1
10 17 1
11 17 1
12 17 1
13 17 1
14 17 1
15 17 1
16 17 1
17 17 1
18 17 1
19 17 1
20 17 1
21 17 1
22 17 1
23 17 1
24 17 1
25 17 1
26 17 1
27 17 1
28 17 1
29 17 1
30 17 1
31 17 1
32 17 1
33 17 1
34 17 2
35 17 2
36 17 2
37 17 2
38 17 1
39 17 1
40 17 2
41 17 2
42 17 2
43 17 2
44 17 1
45 17 1
46 17 5
47 17 5
48 17 5
49 17 1
50 17 1
51 17 5
52 17 5
53 17 5
54 17 5
55 17 1
56 17 1
57 17 7
58 17 7
59 17 7
60 17 7
61 17 1
62 17 1
63 17 1
64 17 1
65 17 1
66 17 6
67 17 6
68 17 6
69 17 6
70 17 1
71 17 1
72 17 6
73 17 6
74 17 6
75 17 6
76 17 1
77 17 1
78 17 1
79 17 1
80 17 1
81 17 1
82 17 1
83 17 1
84 17 1
85 17 1
86 17 1
87 17 1
88 17 1
89 17 1
90 17 1
91 17 1
92 17 1
93 17 1
94 17 1
95 17 1
96 17 1
97 17 1
98 17 1
99 17 1
100 17 1
101 17 1
102 17 1
103 17 1
104 17 1
105 17 1
106 17 1
107 17 1
108 17 1
109 17 1
110 17 1
111 17 1
0 18 1
1 18 1
2 18 1
3 18 1
4 18 1
5 18 1
6 18 1
7 18 1
8 18 1
9 18 1
10 18 1
11 18 1
12 18 1
13 18 1
14 18 1
15 18 1
16 18 1
17 18 1
18 18 1
19 18 1
20 18 1
21 18 1
22 18 1
23 18 1
24 18 1
25 18 1
26 18 1
27 18 1
28 18 1
29 18 1
30 18 1
31 18 1
32 18 1
33 18 1
34 18 2
35 18 2
36 18 2
37 18 2
38 18 1
39 18 1
40 18 2
41 18 2
42 18 2
43 18 2
44 18 1
45 18 1
46 18 5
47 18 5
48 18 5
49 18 5
50 18 1
51 18 5
52 18 5
53 18 5
54 18 5
55 18 1
56 18 1
57 18 7
58 18 7
59 18 7
60 18 7
61 18 1
62 18 1
63 18 1
64 18 1
65 18 1
66 18 6
67 18 6
68 18 6
69 18 6
70 18 1
71 18 1
72 18 6
73 18 6
74 18 6
75 18 6
76 18 1
77 18 1
78 18 1
79 18 1
80 18 1
81 18 1
82 18 1
83 18 1
84 18 1
85 18 1
86 18 1
87 18 1
88 18 1
89 18 1
90 18 1
91 18 1
92 18 1
93 18 1
94 18 1
95 18 1
96 18 1
97 18 1
98 18 1
99 18 1
100 18 1
101 18 1
102 18 1
103 18 1
104 18 1
105 18 1
106 18 1
107 18 1
108 18 1
109 18 1
110 18 1
111 18 1
0 19 1
1 19 1
2 19 1
3 19 1
4 19 1
5 19 1
6 19 1
7 19 1
8 19 1
9 19 1
10 19 1
11 19 1
12 19 1
13 19 1
14 19 1
15 19 1
16 19 1
17 19 1
18 19 1
19 19 1
20 19 1
21 19 1
22 19 1
23 19 1
24 19 1
25 19 1
26 19 1
27 19 1
28 19 1
29 19 1
30 19 1
31 19 1
32 19 1
33 19 1
34 19 2
35 19 2
36 19 2
37 19 2
38 19 1
39 19 1
40 19 2
41 19 2
42 19 2
43 19 2
44 19 1
45 19 1
46 19 5
47 19 5
48 19 5
49 19 5
50 19 1
51 19 5
52 19 5
53 19 5
54 19 5
55 19 1
56 19 1
57 19 7
58 19 7
59 19 7
60 19 7
61 19 1
62 19 1
63 19 1
64 19 1
65 19 1
66 19 6
67 19 6
68 19 6
69 19 6
70 19 1
71 19 1
72 19 6
73 19 6
74 19 6
75 19 6
76 19 1
77 19 1
78 19 1
79 19 1
80 19 1
81 19 1
82 19 1
83 19 1
84 19 1
85 19 1
86 19 1
87 19 1
88 19 1
89 19 1
90 19 1
91 19 1
92 19 1
93 19 1
94 19 1
95 19 1
96 19 1
97 19 1
98 19 1
99 19 1
100 19 1
101 19 1
102 19 1
103 19 1
104 19 1
105 19 1
106 19 1
107 19 1
108 19 1
109 19 1
110 19 1
111 19 1
0 20 1
1 20 1
2 20 1
3 20 1
4 20 1
5 20 1
6 20 1
7 20 1
8 20 1
9 20 1
10 20 1
11 20 1
12 20 1
13 20 1
14 20 1
15 20 1
16 20 1
17 20 1
18 20 1
19 20 1
20 20 1
21 20 1
22 20 1
23 20 1
24 20 1
25 20 1
26 20 1
27 20 1
28 20 1
29 20 1
30 20 1
31 20 1
32 20 1
33 20 1
34 20 2
35 20 2
36 20 2
37 20 2
38 20 1
39 20 1
40 20 2
41 20 2
42 20 2
43 20 2
44 20 1
45 20 1
46 20 5
47 20 5
48 20 5
49 20 5
50 20 1
51 20 5
52 20 5
53 20 5
54 20 5
55 20 1
56 20 1
57 20 7
58 20 7
59 20 7
60 20 7
61 20 7
62 20 7
63 20 7
64 20 7
65 20 1
66 20 6
67 20 6
68 20 6
69 20 6
70 20 6
71 20 6
72 20 6
73 20 6
74 20 6
75 20 6
76 20 1
77 20 1
78 20 1
79 20 1
80 20 1
81 20 1
82 20 1
83 20 1
84 20 1
85 20 1
86 20 1
87 20 1
88 20 1
89 20 1
90 20 1
91 20 1
